elo region winPercent totalGames winStreak
1412 "Asia" 70.97 31 -1
1412 "North America" 73.91 23 2
1412 "Europe" 53.74 147 -3
1411 "South America" 52.47 364 -1
1411 "Asia" 52.88 191 2
1411 "South America" 69.7 33 5
1411 "Oceania" 57.52 113 -1
1411 "Europe" 52.94 238 -1
1411 "Asia" 58.33 108 -3
1411 "Europe" 62.5 56 2
1411 "Europe" 100 10 10
1410 "North America" 60.64 94 1
1410 "North America" 91.67 12 2
1410 "Europe" 56.58 76 1
1410 "South America" 66.67 30 -3
1410 "South America" 77.78 18 1
1410 "Asia" 100 10 10
1410 "Asia" 61.9 42 1
1410 "Asia" 60.71 84 4
1409 "Europe" 55.1 147 3
1409 "Europe" 54.55 176 3
1409 "Asia" 57.84 102 3
1409 "North America" 100 10 10
1409 "Europe" 57.14 112 2
1409 "North America" 55.74 183 2
1409 "Europe" 57.47 87 1
1408 "Asia" 56.6 159 -3
1408 "North America" 53.03 347 2
1408 "North America" 100 10 10
1408 "Asia" 75 20 -1
1408 "Asia" 72.22 36 4
1408 "Europe" 64.2 81 -1
1407 "Asia" 53.38 311 -2
1407 "North America" 67.44 43 2
1407 "Asia" 52.05 342 -1
1407 "Europe" 63.64 66 3
1407 "Europe" 59.09 44 3
1407 "Europe" 100 10 10
1407 "Europe" 67.74 31 1
1407 "Europe" 100 10 10
1407 "Oceania" 62.22 45 1
1407 "Asia" 100 10 10
1407 "Asia" 51.51 299 1
1406 "Europe" 58.42 101 -1
1406 "Europe" 58.33 72 2
1406 "North America" 61.17 103 5
1406 "Europe" 51.86 430 5
1406 "Europe" 69.44 36 3
1406 "Europe" 100 10 10
1406 "Asia" 100 10 10
1406 "North America" 91.67 12 1
1406 "Europe" 100 10 10
1406 "Europe" 72.41 29 1
1406 "Europe" 52.14 443 -1
1406 "Europe" 51.27 710 -3
1406 "Europe" 100 10 10
1406 "Europe" 56.4 172 1
1405 "Asia" 100 10 10
1405 "Europe" 57.27 110 -2
1405 "Asia" 100 10 10
1405 "North America" 100 10 10
1405 "Europe" 100 10 10
1405 "North America" 72.73 22 -2
1405 "North America" 71.11 45 11
1405 "Europe" 57.8 109 4
1405 "North America" 54.66 236 2
1404 "Europe" 65.12 43 5
1404 "Europe" 100 10 10
1404 "Europe" 91.67 12 2
1403 "Asia" 94.44 18 15
1403 "Europe" 56.41 78 2
1403 "South America" 52.62 363 3
1403 "Europe" 100 10 10
1403 "Europe" 76.19 21 2
1403 "Europe" 56.41 78 2
1403 "Europe" 100 10 10
1403 "Europe" 76.19 21 2
1403 "North America" 63.41 41 1
1403 "Europe" 76.19 21 4
1403 "Europe" 58.33 120 -1
1403 "Asia" 58.89 90 3
1403 "Asia" 54.1 183 2
1402 "North America" 66.1 59 10
1402 "Europe" 58.95 95 -4
1402 "South America" 53.49 172 3
1402 "North America" 84.21 19 9
1402 "Europe" 60.76 79 -1
1402 "Europe" 100 10 10
1402 "Asia" 100 10 10
1402 "Europe" 100 10 10
1402 "Asia" 86.67 15 2
1402 "Europe" 54.59 207 -3
1402 "North America" 100 10 10
1402 "Asia" 85.71 14 1
1402 "Europe" 53.6 222 3
1402 "Europe" 54.12 194 9
1402 "Europe" 60.56 71 -1
1402 "North America" 57.27 220 3
1401 "Asia" 55 200 3
1401 "Europe" 56.35 126 -1
1401 "Asia" 100 10 10
1401 "Europe" 100 10 10
1401 "Europe" 53.97 189 1
1401 "Asia" 72 25 2
1401 "Europe" 61.17 103 2
1401 "South America" 60.2 98 2
1401 "Oceania" 100 10 10
1401 "Europe" 77.78 18 1
1401 "Europe" 55.26 76 3
1401 "Asia" 57.69 78 -1
1401 "Europe" 100 10 10
1401 "North America" 65.22 46 3
1401 "Asia" 60.61 132 1
1401 "North America" 65.79 38 1
1401 "Europe" 58.78 131 -1
1400 "South America" 54.67 214 1
1400 "Europe" 55.19 212 -4
1400 "South America" 91.67 12 -1
1400 "Europe" 61.8 89 3
1400 "Asia" 54.33 289 1
1400 "Europe" 52.36 382 4
1400 "North America" 63.79 58 -1
1400 "South America" 81.25 16 2
1400 "Europe" 91.67 12 3
1400 "Europe" 54.03 124 4
1400 "Europe" 62.92 89 4
1400 "Europe" 76.92 26 4
1400 "Asia" 55.47 137 2
1400 "Europe" 55.39 204 -5
1399 "Europe" 54 250 -3
1399 "North America" 54.58 273 -5
1399 "Europe" 54.19 179 -1
1399 "Europe" 61.76 68 4
1399 "Oceania" 53.27 336 3
1399 "Europe" 58.68 121 -6
1399 "Oceania" 55.86 111 -4
1399 "South America" 100 10 10
1399 "Asia" 64.52 31 2
1399 "Asia" 55.21 192 -1
1399 "North America" 57.35 136 -3
1399 "Europe" 74.19 31 9
1398 "Europe" 78.57 28 9
1398 "Europe" 53.94 343 1
1398 "Asia" 91.67 12 2
1398 "Europe" 52.3 434 3
1398 "Europe" 91.67 12 2
1397 "Europe" 54.46 112 2
1397 "Oceania" 62.82 78 5
1397 "Europe" 57.73 97 6
1397 "Europe" 100 10 10
1397 "South America" 100 10 10
1396 "Europe" 55.87 179 1
1396 "Asia" 56.36 110 -1
1396 "Europe" 65.15 66 1
1396 "Asia" 61.19 67 5
1396 "North America" 68.89 45 2
1396 "Europe" 100 10 10
1396 "Europe" 57.33 75 -1
1396 "Europe" 69.7 33 3
1396 "Asia" 54.96 131 -1
1396 "Asia" 50.59 421 -5
1396 "Europe" 91.67 12 3
1395 "Europe" 84.62 13 7
1395 "North America" 53.85 364 -1
1395 "Europe" 57.45 141 1
1395 "Asia" 77.78 18 5
1395 "Europe" 100 10 10
1395 "Europe" 85.71 14 1
1395 "South America" 61.11 72 1
1395 "North America" 56.95 151 3
1395 "North America" 70.83 24 1
1395 "South America" 69.7 33 -1
1395 "Europe" 62.9 62 2
1395 "Europe" 56.57 99 -3
1395 "Europe" 62.9 62 2
1395 "Europe" 56.57 99 -3
1395 "North America" 67.27 55 -1
1394 "Africa" 62.16 37 1
1394 "Europe" 91.67 12 4
1394 "Europe" 100 10 10
1394 "Europe" 73.08 26 6
1394 "Europe" 81.25 16 1
1394 "Africa" 72.73 22 -1
1394 "Europe" 67.86 28 1
1394 "Europe" 64.91 57 2
1394 "Europe" 55.37 177 -1
1394 "Oceania" 65.71 35 1
1393 "Europe" 53.05 311 -3
1393 "Oceania" 73.33 30 6
1393 "Europe" 75 20 2
1393 "Asia" 51.2 416 2
1393 "Europe" 55.86 111 1
1393 "Europe" 82.35 17 5
1393 "South America" 58.95 95 4
1392 "Europe" 54.2 238 1
1392 "Oceania" 52.4 292 1
1392 "Asia" 61.11 54 5
1392 "Europe" 55.41 157 2
1392 "Europe" 68.57 35 1
1392 "South America" 59.38 64 -2
1392 "Europe" 91.67 12 4
1392 "North America" 57.58 66 1
1392 "Asia" 56.9 116 4
1392 "Europe" 53.42 161 1
1391 "Europe" 56.92 130 -2
1391 "North America" 52.42 227 1
1391 "Europe" 57.58 99 2
1391 "Europe" 100 10 10
1391 "Europe" 54.7 181 1
1391 "Europe" 91.67 12 5
1391 "Asia" 100 10 10
1391 "Europe" 60 40 1
1391 "Europe" 53.54 99 -2
1391 "Europe" 59.02 61 4
1391 "Europe" 53.9 141 -3
1391 "North America" 56.12 98 4
1390 "Asia" 81.25 16 -1
1390 "Europe" 85.71 14 1
1390 "Europe" 91.67 12 4
1390 "Europe" 51.92 391 1
1390 "Asia" 54.55 264 6
1390 "Europe" 73.68 19 -3
1390 "North America" 65.38 52 2
1390 "Europe" 72.22 18 -5
1390 "Europe" 54.94 162 -1
1389 "Asia" 64.44 45 2
1389 "North America" 59.14 93 6
1389 "Asia" 63.79 58 1
1389 "North America" 72.73 22 -2
1389 "Europe" 63.83 47 3
1389 "North America" 80.95 21 4
1389 "Europe" 70 20 -1
1389 "Europe" 78.95 19 3
1389 "South America" 54.43 158 1
1389 "Asia" 91.67 12 4
1389 "Europe" 66.67 27 2
1389 "Europe" 54.29 210 1
1389 "Asia" 59.09 88 4
1389 "Europe" 62.34 77 -1
1389 "North America" 62.5 48 2
1388 "North America" 68.75 32 1
1388 "Asia" 63.46 52 -1
1388 "Europe" 91.67 12 5
1388 "Europe" 91.67 12 7
1388 "Europe" 85.71 14 2
1388 "Europe" 64 25 -1
1388 "North America" 55.74 122 2
1388 "Asia" 55.74 122 1
1388 "Europe" 57.78 45 -4
1388 "Europe" 65.38 52 -1
1388 "Asia" 54.33 208 -2
1388 "Europe" 64.41 59 1
1387 "Europe" 57.32 82 1
1387 "Asia" 52.25 622 2
1387 "North America" 50.76 394 -4
1387 "Europe" 54.48 145 3
1387 "Asia" 69.23 26 1
1386 "Oceania" 59.09 132 7
1386 "North America" 54.21 214 2
1386 "Asia" 55.93 118 -3
1386 "Asia" 60.82 97 1
1386 "North America" 85.71 14 3
1386 "Europe" 81.25 16 2
1386 "Europe" 59.55 89 6
1386 "Asia" 52.19 343 -2
1386 "Europe" 59.81 107 4
1386 "North America" 83.33 18 4
1386 "Europe" 60 70 2
1386 "Europe" 59.02 61 -1
1386 "Asia" 57.89 114 6
1386 "Europe" 56.52 115 -1
1385 "Asia" 55.41 148 -1
1385 "Europe" 56.41 117 -2
1385 "Asia" 53.8 158 1
1385 "Europe" 53.78 344 -1
1385 "Europe" 60.44 91 -1
1385 "North America" 50.99 304 -1
1385 "Europe" 77.78 18 2
1385 "Europe" 57.29 96 -1
1385 "Asia" 67.74 31 1
1385 "Europe" 66.67 27 2
1385 "Oceania" 55.76 165 1
1385 "Europe" 53.89 193 -4
1385 "North America" 54.91 173 -1
1384 "Europe" 63.51 74 2
1384 "Europe" 55.75 174 -2
1384 "South America" 81.25 16 2
1384 "North America" 75 24 -1
1384 "North America" 85.71 14 4
1384 "Europe" 72.73 22 1
1384 "Europe" 54.93 71 -1
1384 "North America" 73.68 19 1
1384 "North America" 60 80 4
1384 "Asia" 56.18 89 2
1383 "Europe" 58.04 112 3
1383 "Oceania" 60 65 1
1383 "Europe" 63.64 44 -1
1383 "Asia" 53.66 164 1
1383 "Europe" 54.97 151 4
1383 "Europe" 59.32 118 1
1382 "Europe" 60.87 69 3
1382 "Asia" 60.19 103 2
1382 "Europe" 57.45 94 1
1382 "North America" 56.18 89 2
1382 "South America" 52.86 280 -2
1382 "Asia" 59.65 57 2
1382 "Asia" 53.64 220 6
1382 "North America" 61.64 73 2
1382 "Europe" 85.71 14 4
1382 "Asia" 71.43 42 3
1382 "Asia" 55.5 191 3
1382 "Asia" 51.42 599 1
1382 "Europe" 54.86 144 1
1382 "Asia" 81.25 16 3
1382 "Europe" 53.59 237 1
1381 "North America" 61.29 62 1
1381 "Europe" 55.86 111 2
1381 "Europe" 60.92 87 -1
1381 "Asia" 65.71 35 4
1381 "Europe" 53.95 76 -2
1381 "Europe" 74.07 27 -1
1381 "Oceania" 57.48 127 1
1380 "Europe" 56.77 155 1
1380 "Europe" 56.25 128 -1
1380 "Asia" 53.38 296 -2
1380 "Europe" 67.86 28 2
1380 "Asia" 53.89 167 4
1380 "Europe" 71.43 42 12
1380 "Europe" 76.47 17 -1
1380 "Europe" 90.91 11 1
1380 "Europe" 52.54 493 1
1379 "Europe" 53.33 150 -1
1379 "North America" 67.39 46 -1
1379 "Europe" 57.6 125 -1
1379 "Europe" 52.82 248 -5
1379 "Europe" 75 20 2
1379 "Europe" 81.25 16 1
1379 "Europe" 61.11 36 2
1379 "North America" 59.63 109 2
1379 "Asia" 54.78 230 -2
1379 "Europe" 54.4 182 9
1378 "North America" 59.52 84 4
1378 "Europe" 55.32 141 1
1378 "Asia" 72.97 37 2
1378 "Europe" 54.98 211 -1
1378 "South America" 53 434 -1
1378 "Europe" 54.79 146 -1
1378 "North America" 52.58 291 5
1378 "Europe" 61.64 73 -1
1378 "Europe" 73.68 19 -3
1378 "Europe" 64.71 34 -3
1378 "Europe" 53.77 199 3
1378 "Europe" 61.67 60 3
1378 "Europe" 61.9 63 3
1378 "Asia" 54.61 141 1
1377 "North America" 55.69 167 2
1377 "Europe" 66.67 27 -2
1377 "North America" 52.09 503 2
1377 "Oceania" 82.35 17 6
1377 "North America" 55.45 101 3
1377 "Europe" 85.71 14 4
1377 "Europe" 78.26 23 4
1377 "North America" 67.35 49 -1
1377 "Asia" 76.47 17 -3
1377 "Europe" 84.62 13 -2
1377 "Europe" 55.15 136 1
1377 "North America" 91.67 12 7
1377 "Europe" 55.56 81 5
1377 "South America" 59 100 -1
1376 "North America" 65.85 41 2
1376 "Europe" 55.38 130 2
1376 "South America" 53.46 217 1
1376 "North America" 91.67 12 10
1376 "South America" 55.92 211 1
1376 "Europe" 63.33 60 1
1376 "Oceania" 71.79 39 1
1376 "Europe" 54.63 205 2
1376 "Europe" 54.55 88 -3
1376 "North America" 53.38 266 -1
1376 "Asia" 84.62 13 1
1376 "Asia" 76.19 21 1
1376 "North America" 69.44 36 -2
1376 "Europe" 72.73 22 2
1375 "Europe" 84.62 13 -2
1375 "North America" 90.91 11 1
1375 "Oceania" 57.23 159 2
1375 "Asia" 90.91 11 -1
1375 "South America" 54.63 205 3
1375 "Asia" 55.56 144 4
1375 "Asia" 55.81 86 3
1375 "Asia" 90.91 11 1
1374 "Europe" 62.86 35 4
1374 "Europe" 56.29 167 4
1374 "North America" 59.55 89 1
1374 "Europe" 72.73 22 3
1374 "Europe" 84.62 13 1
1374 "South America" 73.68 19 -1
1374 "Europe" 55.46 119 1
1374 "Europe" 57.53 73 -6
1374 "Oceania" 54.2 238 4
1373 "Europe" 59.21 76 -3
1373 "Europe" 80 15 -1
1373 "North America" 58.82 119 4
1373 "Asia" 62.22 45 2
1373 "Europe" 84.62 13 -1
1373 "North America" 54.26 188 1
1373 "South America" 91.67 12 8
1373 "Asia" 52.52 377 1
1373 "South America" 56.72 134 3
1372 "Europe" 55.28 161 2
1372 "Europe" 90.91 11 -1
1372 "Asia" 53.47 202 3
1372 "Europe" 62.07 58 3
1372 "Europe" 68 25 1
1371 "Europe" 60.82 97 -4
1371 "Europe" 54.74 232 2
1371 "Asia" 90.91 11 1
1371 "Europe" 68.42 38 -1
1371 "Europe" 63.16 38 6
1371 "Europe" 52.26 155 -3
1371 "North America" 90.91 11 1
1371 "Europe" 54.88 164 4
1371 "Europe" 57.03 128 -1
1371 "Europe" 60.53 38 1
1370 "Europe" 84.62 13 1
1370 "Europe" 59.26 81 -2
1370 "Asia" 85.71 14 1
1370 "Europe" 76.47 17 -3
1370 "North America" 77.78 18 -1
1370 "Europe" 68.75 16 10
1370 "Asia" 55.04 129 -1
1370 "North America" 55.07 138 1
1370 "Europe" 60.76 79 8
1370 "Europe" 67.65 34 -1
1370 "Europe" 55.06 158 -5
1369 "Europe" 67.57 37 5
1369 "Europe" 59.04 83 2
1369 "South America" 84.62 13 1
1369 "Europe" 58.06 62 -1
1369 "Europe" 56.9 58 1
1369 "Asia" 56.45 62 1
1369 "Europe" 52.36 275 1
1369 "Europe" 80 20 7
1369 "Asia" 75 20 -2
1369 "Europe" 90.91 11 2
1369 "Asia" 51.39 504 -5
1368 "Europe" 84.62 13 1
1368 "Europe" 60 80 -1
1368 "Asia" 80 15 -1
1368 "Asia" 55.2 125 -3
1368 "Asia" 61 100 1
1368 "Europe" 59.21 76 2
1368 "North America" 53.99 213 1
1368 "Oceania" 56.35 126 -4
1368 "North America" 90.91 11 1
1368 "Europe" 55.74 183 2
1368 "Europe" 57.73 97 1
1368 "North America" 70.27 37 -1
1368 "North America" 73.91 23 -1
1368 "Asia" 57.84 102 -3
1368 "South America" 70 30 2
1368 "Europe" 56.33 158 -1
1368 "Asia" 55.32 141 -1
1368 "Europe" 90.91 11 2
1367 "Europe" 58.54 41 1
1367 "Europe" 54.86 175 -1
1367 "Europe" 58.56 111 -3
1367 "North America" 61.84 76 4
1367 "Asia" 76.67 30 5
1367 "Asia" 55.56 144 -1
1367 "Europe" 54.55 121 2
1367 "Europe" 82.35 17 1
1366 "North America" 56.46 147 1
1366 "Europe" 60.94 64 6
1367 "Europe" 82.35 17 1
1366 "North America" 56.46 147 1
1366 "Europe" 60.94 64 6
1366 "Asia" 80 15 1
1366 "Asia" 53.79 132 1
1366 "North America" 61.19 67 -2
1366 "North America" 60.71 56 3
1366 "Europe" 60.42 96 -1
1366 "Europe" 56.91 188 1
1366 "Europe" 81.25 16 3
1366 "Europe" 73.91 23 5
1366 "Europe" 58.11 74 2
1366 "Asia" 59.21 76 3
1366 "Asia" 58.33 72 2
1366 "Europe" 55.83 163 2
1366 "Europe" 56.63 83 1
1365 "Europe" 55.68 88 -1
1365 "Asia" 76.19 21 4
1365 "Asia" 57.14 119 4
1365 "North America" 84.62 13 1
1365 "North America" 58.04 112 6
1365 "Europe" 64.44 45 1
1365 "North America" 55.32 94 -2
1365 "Europe" 59.32 59 -2
1365 "South America" 52.67 281 -3
1365 "North America" 67.65 34 1
1365 "Asia" 76.47 17 1
1365 "Europe" 80 15 -1
1365 "South America" 76.47 17 2
1365 "Europe" 68.75 32 2
1365 "Europe" 55.06 178 -1
1365 "Asia" 90.91 11 4
1364 "North America" 54.55 132 -5
1364 "Europe" 76.19 21 -1
1364 "Europe" 53.81 223 4
1364 "Europe" 55.8 138 1
1364 "North America" 55.03 189 -1
1364 "Europe" 57.58 99 -1
1364 "North America" 54.87 113 3
1364 "Europe" 54.55 165 1
1364 "North America" 53.33 270 -1
1364 "Europe" 54.42 215 -1
1363 "Europe" 52.46 305 1
1363 "North America" 62.16 74 1
1363 "Europe" 55.19 183 2
1363 "Asia" 55.17 145 -4
1363 "North America" 56.22 185 3
1363 "Europe" 54.72 212 -2
1363 "North America" 61.43 70 1
1363 "North America" 57.14 77 -5
1363 "North America" 64.71 51 1
1363 "North America" 90.91 11 4
1363 "North America" 64.29 28 1
1363 "North America" 54.17 264 2
1362 "Europe" 58.25 103 -3
1362 "Europe" 84.62 13 1
1362 "Europe" 58.57 70 1
1362 "North America" 54.15 205 -3
1362 "Europe" 55.66 106 -1
1362 "Asia" 52.53 415 -1
1362 "Europe" 69.23 39 -3
1362 "Europe" 90.91 11 2
1362 "Europe" 76.47 17 -2
1362 "North America" 54.46 101 4
1362 "Asia" 52.23 291 -3
1362 "North America" 66.67 33 1
1362 "North America" 77.78 18 -1
1361 "Europe" 60.61 33 -2
1361 "North America" 61.7 47 1
1361 "Asia" 69.57 23 -1
1361 "Europe" 55.63 142 -1
1361 "Europe" 72.22 18 1
1361 "Asia" 56 200 1
1361 "Asia" 53.57 280 5
1361 "Europe" 90.91 11 5
1361 "Europe" 90.91 11 3
1361 "Europe" 71.43 28 -1
1361 "Asia" 72.97 37 9
1361 "Europe" 62.07 58 4
1361 "Europe" 90.91 11 6
1361 "Asia" 63.01 73 -1
1360 "Asia" 55.38 186 1
1360 "Asia" 56.47 85 3
1360 "North America" 55.63 142 2
1360 "Europe" 68.97 29 -1
1360 "North America" 56.76 111 -1
1360 "Europe" 56.52 46 1
1360 "Europe" 62.07 29 -1
1360 "Asia" 76.19 21 4
1360 "Asia" 84.62 13 3
1360 "Europe" 59.74 77 1
1360 "Europe" 60 50 -1
1360 "Asia" 65.62 32 3
1360 "Europe" 51.92 208 -6
1360 "South America" 54.64 183 -1
1360 "North America" 59.82 112 -3
1360 "Europe" 58.54 41 1
1359 "Europe" 59.26 81 -3
1359 "Europe" 64.58 48 4
1359 "Asia" 54.26 223 1
1359 "South America" 60.53 76 -1
1359 "Europe" 80 15 3
1359 "North America" 54.17 72 -3
1359 "Europe" 60.87 69 3
1359 "North America" 55 100 1
1358 "Europe" 56.57 99 2
1358 "Europe" 61.43 70 1
1358 "Asia" 90.91 11 6
1358 "Oceania" 53.85 195 1
1358 "Europe" 56.83 139 -2
1358 "Europe" 84.62 13 4
1358 "Europe" 73.91 23 3
1358 "Europe" 65.79 38 1
1358 "Europe" 84.62 13 4
1358 "Europe" 71.88 32 -2
1358 "North America" 90.91 11 6
1357 "Asia" 62.5 40 -4
1357 "Europe" 57.14 105 3
1357 "Asia" 52.88 208 -2
1357 "Oceania" 67.86 28 -2
1357 "Oceania" 55.73 131 5
1357 "North America" 59.42 69 -1
1357 "Europe" 54.95 91 3
1357 "Asia" 51.99 477 2
1357 "South America" 55.21 96 2
1357 "Asia" 90.91 11 3
1357 "Europe" 75 16 -2
1357 "Europe" 57.45 47 -2
1357 "Europe" 63.41 41 1
1357 "Europe" 52.36 191 -3
1357 "Europe" 56.45 62 -1
1357 "Europe" 73.68 19 2
1357 "Europe" 84.62 13 3
1357 "Europe" 59.3 86 -2
1356 "Europe" 56.78 118 2
1356 "Europe" 90.91 11 4
1356 "Europe" 51.53 326 2
1356 "South America" 70.97 31 2
1356 "Oceania" 90.91 11 3
1356 "Europe" 68 50 4
1356 "North America" 63.64 44 -1
1356 "Asia" 84.62 13 2
1356 "North America" 56.82 88 2
1356 "Asia" 69.57 23 -1
1356 "Asia" 80 15 1
1356 "Europe" 63.64 55 -1
1356 "Asia" 80 15 1
1355 "Asia" 57.14 70 -2
1355 "Europe" 53.62 138 2
1355 "North America" 54.49 167 1
1355 "Europe" 60.34 58 1
1355 "Europe" 56.3 119 3
1355 "North America" 53.06 196 3
1355 "North America" 56.31 103 -1
1355 "North America" 55.48 155 -1
1355 "Europe" 77.78 18 2
1355 "South America" 54.19 179 2
1355 "North America" 81.25 16 1
1355 "North America" 81.25 16 2
1355 "Asia" 90.91 11 1
1355 "Asia" 85.71 14 4
1355 "Europe" 53.49 172 1
1355 "Europe" 54.27 199 -4
1355 "Europe" 58.25 103 -1
1355 "Europe" 90.91 11 4
1354 "Asia" 57.14 98 2
1354 "Asia" 59.7 67 2
1354 "Asia" 56.35 126 -2
1354 "Europe" 54.65 172 -1
1354 "Europe" 61.11 36 -2
1354 "Europe" 52.69 279 -1
1354 "Europe" 60.34 58 -3
1354 "Asia" 59.18 98 1
1354 "North America" 62.5 64 4
1354 "Europe" 90.91 11 6
1354 "Europe" 90.91 11 5
1354 "Europe" 55.2 125 1
1354 "North America" 62.16 37 1
1353 "North America" 54.36 241 -2
1353 "Asia" 76.47 17 6
1353 "Europe" 53.16 380 -1
1353 "Europe" 80 15 1
1353 "North America" 54.12 170 -2
1353 "Asia" 56.96 79 -1
1353 "Asia" 60.27 73 -2
1353 "North America" 84.62 13 2
1353 "Europe" 64.81 54 8
1353 "South America" 54.88 164 -1
1353 "North America" 57.02 114 1
1353 "Asia" 62.69 67 -2
1353 "Europe" 55.74 122 -1
1352 "Asia" 57.14 91 1
1352 "North America" 57.28 103 -1
1352 "North America" 58.04 112 1
1352 "Asia" 63.83 47 3
1352 "Asia" 53.31 242 -1
1352 "North America" 60.29 68 -1
1352 "Europe" 63.64 44 -2
1352 "Europe" 78.57 14 -2
1352 "Europe" 58.02 81 6
1352 "South America" 84.62 13 -1
1352 "North America" 92.31 13 12
1352 "Europe" 57.86 140 2
1352 "Europe" 60.42 48 3
1352 "Europe" 52.47 223 3
1352 "Europe" 54.22 166 2
1352 "North America" 53.29 152 -5
1352 "Europe" 55.26 76 6
1351 "Europe" 55.35 159 3
1351 "Asia" 53.37 208 -2
1351 "Asia" 56.25 112 3
1351 "Europe" 65.38 26 1
1351 "Europe" 55.22 134 1
1351 "Europe" 72.41 29 -1
1351 "Asia" 51.8 444 -4
1351 "Europe" 55.63 142 1
1351 "Asia" 53.89 180 -1
1351 "Asia" 52.11 355 1
1350 "South America" 53.5 357 2
1350 "Europe" 55.12 205 -3
1350 "Asia" 60 55 1
1350 "Asia" 54.95 111 2
1350 "Europe" 56.47 170 5
1350 "Europe" 72.73 22 2
1350 "North America" 62.16 37 1
1350 "Oceania" 50.97 206 -1
1350 "Europe" 62.12 66 4
1350 "Asia" 61.11 36 1
1350 "North America" 75 16 -2
1349 "Europe" 58.62 87 -1
1349 "Europe" 83.33 12 -2
1349 "North America" 57.58 99 3
1349 "Europe" 90.91 11 5
1349 "Asia" 58.89 90 1
1349 "North America" 53.25 246 -1
1349 "North America" 67.5 40 -1
1349 "Europe" 58.18 55 -1
1349 "Europe" 70 30 3
1349 "Europe" 80 15 2
1349 "Europe" 51.63 184 -3
1349 "Europe" 83.33 12 -1
1349 "Europe" 58.33 72 -1
1349 "North America" 67.31 52 1
1349 "Europe" 54.48 145 -1
1348 "Asia" 55.26 152 1
1348 "Europe" 53.17 205 -4
1348 "Europe" 56.16 73 1
1348 "Europe" 52.31 325 -1
1348 "North America" 53.43 204 4
1348 "Asia" 51.6 376 1
1348 "North America" 54.23 201 1
1348 "North America" 52.72 239 -3
1348 "Europe" 84.62 13 2
1348 "Asia" 90 10 -1
1348 "Asia" 57 100 -1
1348 "South America" 90.91 11 6
1348 "Europe" 54.86 175 2
1348 "Europe" 57.61 92 2
1348 "Asia" 63.83 47 1
1348 "Europe" 59.09 88 -1
1348 "Europe" 51.64 213 -3
1348 "Europe" 63.16 38 3
1348 "Europe" 57.81 64 -1
1348 "Europe" 58.21 67 2
1347 "Europe" 57.5 120 -1
1347 "Europe" 54.24 118 1
1347 "Europe" 57.14 112 2
1347 "Asia" 84.62 13 1
1347 "North America" 58.7 92 5
1347 "North America" 80 15 3
1347 "Asia" 55 80 1
1347 "Europe" 55.65 115 1
1347 "Europe" 56.25 160 4
1347 "Europe" 57.14 56 3
1347 "Europe" 51.1 182 -1
1347 "Europe" 58.54 82 3
1347 "North America" 69.57 23 3
1347 "Europe" 80 15 2
1347 "Europe" 54.64 194 1
1347 "Asia" 56.82 88 3
1346 "Asia" 53.23 310 3
1346 "North America" 66.67 42 1
1346 "Europe" 55.17 145 4
1346 "North America" 53.66 246 -1
1346 "Europe" 54.1 122 1
1346 "Europe" 53.92 204 1
1346 "Asia" 52.83 265 -4
1346 "Asia" 56.72 67 -1
1346 "Europe" 66.67 30 2
1346 "Europe" 62.71 59 -1
1346 "Europe" 76.47 17 -1
1346 "Europe" 72.73 22 -1
1346 "North America" 53.63 179 -1
1346 "Europe" 52.9 138 -3
1345 "Europe" 63.41 41 3
1345 "Oceania" 83.33 12 1
1345 "North America" 55.79 190 -2
1345 "North America" 63.41 41 2
1345 "Europe" 68 25 3
1345 "Asia" 55.84 77 -2
1345 "North America" 70.97 31 5
1345 "Europe" 57.14 77 2
1345 "Europe" 62.26 53 2
1345 "Europe" 53.96 265 1
1344 "Asia" 50 268 -1
1344 "North America" 62.16 74 1
1344 "North America" 61.9 84 -2
1344 "Europe" 50.9 446 -1
1344 "Asia" 85.71 14 7
1344 "North America" 54.11 207 1
1344 "North America" 57.29 96 4
1344 "North America" 64.71 34 1
1344 "Europe" 57.85 121 -2
1344 "Europe" 56.21 169 1
1344 "Europe" 78.57 14 -1
1344 "Europe" 85.71 14 7
1344 "Europe" 90 10 3
1344 "North America" 57.58 99 -2
1344 "Europe" 70.83 24 1
1343 "Europe" 63.04 46 -1
1343 "Europe" 61.11 54 3
1343 "Europe" 61.82 55 5
1343 "Europe" 58.33 72 -2
1343 "Asia" 52.23 337 2
1343 "Europe" 59.02 61 7
1343 "Europe" 70.37 27 -1
1343 "Asia" 65.52 29 1
1343 "Asia" 90 10 -1
1343 "North America" 72.22 18 -1
1343 "Europe" 63.64 55 3
1343 "Oceania" 83.33 12 -1
1343 "North America" 53.23 201 -2
1343 "Oceania" 51.79 168 2
1343 "Europe" 58.62 87 -3
1343 "Asia" 53.09 194 -2
1343 "North America" 53.15 111 4
1343 "South America" 51.92 260 2
1343 "Asia" 50.39 637 1
1343 "Europe" 75 16 -3
1343 "Europe" 55.83 120 -1
1342 "Europe" 52.85 246 -2
1342 "Asia" 65.17 89 1
1342 "Asia" 83.33 12 -1
1342 "Asia" 55.07 138 -5
1342 "Asia" 54.29 140 -3
1342 "Europe" 50.97 310 1
1342 "Europe" 64.29 42 -1
1342 "Europe" 57.35 68 1
1342 "Asia" 63.41 41 3
1342 "North America" 52.87 314 4
1342 "Europe" 55.74 122 3
1342 "North America" 56.39 133 6
